Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-04-29T03:30:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,48.325958251953125%
2023-04-29T03:35:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.63484191894531%
2023-04-29T03:40:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.41195297241211%
2023-04-29T03:45:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.37751007080078%
2023-04-29T03:50:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.408477783203125%
2023-04-29T03:55:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.395286560058594%
2023-04-29T04:00:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.41221618652344%
2023-04-29T04:05:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.40959930419922%
2023-04-29T04:10:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.405799865722656%
2023-04-29T04:15:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.407920837402344%
2023-04-29T04:20:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.412132263183594%
2023-04-29T04:25:00+04:00 Dubai,16.5712890625°C,26.04665756225586%,47.4046630859375%
2023-04-29T04:30:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.749549865722656%
2023-04-29T04:35:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.47524642944336%
2023-04-29T04:40:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.472110748291016%
2023-04-29T04:45:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.47748947143555%
2023-04-29T04:50:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.474884033203125%
2023-04-29T04:55:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.39078903198242%
2023-04-29T05:00:00+04:00 Dubai,16.421907424926758°C,26.04665756225586%,46.474891662597656%
2023-04-29T05:05:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.20472717285156%
2023-04-29T05:10:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.13860321044922%
2023-04-29T05:15:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.12659454345703%
2023-04-29T05:20:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.4761962890625%
2023-04-29T05:25:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.48289108276367%
2023-04-29T05:30:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.48143005371094%
2023-04-29T05:35:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.1466178894043%
2023-04-29T05:40:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.144508361816406%
2023-04-29T05:45:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.48358154296875%
2023-04-29T05:50:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.484962463378906%
2023-04-29T05:55:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.66688919067383%
2023-04-29T06:00:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.95003890991211%
2023-04-29T06:05:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.95586395263672%
2023-04-29T06:10:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.94468688964844%
2023-04-29T06:15:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.94187545776367%
2023-04-29T06:20:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,47.21625518798828%
2023-04-29T06:25:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,47.41593933105469%
2023-04-29T06:30:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,47.24604034423828%
2023-04-29T06:35:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.762054443359375%
2023-04-29T06:40:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.46201705932617%
2023-04-29T06:45:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.22483825683594%
2023-04-29T06:50:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.490840911865234%
2023-04-29T06:55:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,47.3568115234375%
2023-04-29T07:00:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,46.968719482421875%
2023-04-29T07:05:00+04:00 Dubai,16.27278709411621°C,26.04665756225586%,45.21201705932617%
2023-04-29T07:10:00+04:00 Dubai,16.423431396484375°C,26.04665756225586%,44.76582717895508%
2023-04-29T07:15:00+04:00 Dubai,16.423431396484375°C,26.04665756225586%,44.765174865722656%
2023-04-29T07:20:00+04:00 Dubai,16.423431396484375°C,26.04665756225586%,44.76512908935547%
2023-04-29T07:25:00+04:00 Dubai,16.423431396484375°C,26.04665756225586%,44.7606086730957%
2023-04-29T07:30:00+04:00 Dubai,16.423431396484375°C,26.04665756225586%,45.5740966796875%
2023-04-29T07:35:00+04:00 Dubai,16.423431396484375°C,26.04665756225586%,45.68098068237305%
2023-04-29T07:40:00+04:00 Dubai,16.573867797851562°C,28.10964584350586%,47.15342712402344%
2023-04-29T07:45:00+04:00 Dubai,16.573867797851562°C,29.242456436157227%,47.853919982910156%
2023-04-29T07:50:00+04:00 Dubai,16.573867797851562°C,29.242456436157227%,48.19114303588867%
2023-04-29T07:55:00+04:00 Dubai,16.72484016418457°C,31.76839256286621%,49.84614181518555%
2023-04-29T08:00:00+04:00 Dubai,16.71939468383789°C,34.47215270996094%,50.439613342285156%
2023-04-29T08:05:00+04:00 Dubai,16.57074737548828°C,31.467737197875977%,51.52836227416992%
2023-04-29T08:10:00+04:00 Dubai,16.57074737548828°C,31.467737197875977%,51.559722900390625%
2023-04-29T08:15:00+04:00 Dubai,16.57074737548828°C,31.467737197875977%,51.92161178588867%
2023-04-29T08:20:00+04:00 Dubai,16.57074737548828°C,31.467737197875977%,53.169189453125%
2023-04-29T08:25:00+04:00 Dubai,16.57074737548828°C,34.26099395751953%,54.07942581176758%
2023-04-29T08:30:00+04:00 Dubai,16.721147537231445°C,35.54084396362305%,55.11381149291992%
2023-04-29T08:35:00+04:00 Dubai,16.871488571166992°C,38.21335220336914%,55.98532485961914%
2023-04-29T08:40:00+04:00 Dubai,16.56624984741211°C,35.79876708984375%,57.00727081298828%
2023-04-29T08:45:00+04:00 Dubai,16.56624984741211°C,35.79876708984375%,58.10546875%
2023-04-29T08:50:00+04:00 Dubai,16.56624984741211°C,35.79876708984375%,59.02161407470703%
2023-04-29T08:55:00+04:00 Dubai,16.56624984741211°C,36.878414154052734%,59.63470458984375%
2023-04-29T09:00:00+04:00 Dubai,16.56624984741211°C,37.89208221435547%,60.4427490234375%
2023-04-29T09:05:00+04:00 Dubai,16.56624984741211°C,39.0950927734375%,60.776214599609375%
2023-04-29T09:10:00+04:00 Dubai,16.56624984741211°C,40.09050369262695%,61.24302673339844%
2023-04-29T09:15:00+04:00 Dubai,16.717025756835938°C,41.45237350463867%,62.15987777709961%
2023-04-29T09:20:00+04:00 Dubai,16.405492782592773°C,40.893211364746094%,62.13127899169922%
2023-04-29T09:25:00+04:00 Dubai,16.25455093383789°C,40.893211364746094%,62.552101135253906%
2023-04-29T09:30:00+04:00 Dubai,16.10545539855957°C,40.893211364746094%,62.5560417175293%
2023-04-29T09:35:00+04:00 Dubai,16.10545539855957°C,40.893211364746094%,62.21805191040039%
2023-04-29T09:40:00+04:00 Dubai,16.10545539855957°C,40.893211364746094%,61.96686935424805%
2023-04-29T09:45:00+04:00 Dubai,15.956254959106445°C,40.893211364746094%,61.65132141113281%
2023-04-29T09:50:00+04:00 Dubai,15.956254959106445°C,40.893211364746094%,61.179019927978516%
2023-04-29T09:55:00+04:00 Dubai,15.956254959106445°C,40.893211364746094%,61.15497970581055%
2023-04-29T10:00:00+04:00 Dubai,15.807723999023438°C,40.893211364746094%,61.13581085205078%
2023-04-29T10:05:00+04:00 Dubai,15.807723999023438°C,40.893211364746094%,60.476722717285156%
2023-04-29T10:10:00+04:00 Dubai,15.807723999023438°C,40.893211364746094%,60.41059494018555%
2023-04-29T10:15:00+04:00 Dubai,15.65645980834961°C,40.893211364746094%,60.41793441772461%
2023-04-29T10:20:00+04:00 Dubai,15.65645980834961°C,40.893211364746094%,59.93220520019531%
2023-04-29T10:25:00+04:00 Dubai,15.65645980834961°C,40.893211364746094%,59.91102600097656%
2023-04-29T10:30:00+04:00 Dubai,15.506406784057617°C,40.893211364746094%,59.51688766479492%
2023-04-29T10:35:00+04:00 Dubai,15.506406784057617°C,40.893211364746094%,59.436988830566406%
2023-04-29T10:40:00+04:00 Dubai,15.506406784057617°C,40.893211364746094%,59.012447357177734%
2023-04-29T10:45:00+04:00 Dubai,15.506406784057617°C,40.893211364746094%,58.84029769897461%
2023-04-29T10:50:00+04:00 Dubai,15.506406784057617°C,39.81269073486328%,58.09983825683594%
2023-04-29T10:55:00+04:00 Dubai,15.506406784057617°C,38.739013671875%,57.35877227783203%
2023-04-29T11:00:00+04:00 Dubai,15.506406784057617°C,38.739013671875%,57.10647964477539%
2023-04-29T11:05:00+04:00 Dubai,15.506406784057617°C,38.739013671875%,56.530818939208984%
2023-04-29T11:10:00+04:00 Dubai,15.506406784057617°C,37.69471740722656%,56.084007263183594%
2023-04-29T11:15:00+04:00 Dubai,15.355504035949707°C,36.525245666503906%,55.176063537597656%
2023-04-29T11:20:00+04:00 Dubai,15.355504035949707°C,34.330604553222656%,55.06843948364258%
2023-04-29T11:25:00+04:00 Dubai,15.819518089294434°C,36.110496520996094%,54.56050109863281%
2023-04-29T11:30:00+04:00 Dubai,15.96865177154541°C,36.110496520996094%,54.18749237060547%
2023-04-29T11:35:00+04:00 Dubai,16.119932174682617°C,36.110496520996094%,53.43803787231445%
2023-04-29T11:40:00+04:00 Dubai,16.119932174682617°C,36.110496520996094%,53.3655891418457%
2023-04-29T11:45:00+04:00 Dubai,16.119932174682617°C,36.110496520996094%,52.955204010009766%
2023-04-29T11:50:00+04:00 Dubai,16.119932174682617°C,36.110496520996094%,52.850914001464844%
2023-04-29T11:55:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,52.41385269165039%
2023-04-29T12:00:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,51.9747200012207%
2023-04-29T12:05:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,51.55059814453125%
2023-04-29T12:10:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,51.503074645996094%
2023-04-29T12:15:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,51.50309753417969%
2023-04-29T12:20:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,51.47605514526367%
2023-04-29T12:25:00+04:00 Dubai,16.2694149017334°C,36.110496520996094%,51.46165084838867%
2023-04-29T12:30:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,50.98601531982422%
2023-04-29T12:35:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,51.03385543823242%
2023-04-29T12:40:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,50.57257843017578%
2023-04-29T12:45:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,50.39169692993164%
2023-04-29T12:50:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,50.10028076171875%
2023-04-29T12:55:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,50.11463165283203%
2023-04-29T13:00:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,50.1129150390625%
2023-04-29T13:05:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,49.813716888427734%
2023-04-29T13:10:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,49.71950149536133%
2023-04-29T13:15:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,49.00405502319336%
2023-04-29T13:20:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,49.2704963684082%
2023-04-29T13:25:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,49.25380325317383%
2023-04-29T13:30:00+04:00 Dubai,16.119741439819336°C,36.110496520996094%,49.24095916748047%
2023-04-29T13:35:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.469139099121094%
2023-04-29T13:40:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.72809600830078%
2023-04-29T13:45:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.72007369995117%
2023-04-29T13:50:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.061058044433594%
2023-04-29T13:55:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.3054084777832%
2023-04-29T14:00:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.33563232421875%
2023-04-29T14:05:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.32699203491211%
2023-04-29T14:10:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.800533294677734%
2023-04-29T14:15:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.56319808959961%
2023-04-29T14:20:00+04:00 Dubai,15.970611572265625°C,36.110496520996094%,48.73525619506836%
2023-04-29T14:25:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.26340103149414%
2023-04-29T14:30:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,48.796302795410156%
2023-04-29T14:35:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.25371170043945%
2023-04-29T14:40:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,48.590553283691406%
2023-04-29T14:45:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,48.85072708129883%
2023-04-29T14:50:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,48.9650764465332%
2023-04-29T14:55:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,48.573368072509766%
2023-04-29T15:00:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.24420166015625%
2023-04-29T15:05:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.15269470214844%
2023-04-29T15:10:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.21644973754883%
2023-04-29T15:15:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.73579406738281%
2023-04-29T15:20:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,48.88111877441406%
2023-04-29T15:25:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.5936164855957%
2023-04-29T15:30:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.742427825927734%
2023-04-29T15:35:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.65199661254883%
2023-04-29T15:40:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.13637924194336%
2023-04-29T15:45:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.807193756103516%
2023-04-29T15:50:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.20552444458008%
2023-04-29T15:55:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.2477912902832%
2023-04-29T16:00:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.12975311279297%
2023-04-29T16:05:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.150691986083984%
2023-04-29T16:10:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.87068176269531%
2023-04-29T16:15:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.141571044921875%
2023-04-29T16:20:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.951515197753906%
2023-04-29T16:25:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.05613327026367%
2023-04-29T16:30:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.033355712890625%
2023-04-29T16:35:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.939178466796875%
2023-04-29T16:40:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.34560775756836%
2023-04-29T16:45:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.7288932800293%
2023-04-29T16:50:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.72451400756836%
2023-04-29T16:55:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.80772018432617%
2023-04-29T17:00:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,49.302276611328125%
2023-04-29T17:05:00+04:00 Dubai,16.122604370117188°C,36.110496520996094%,50.12348556518555%
2023-04-29T17:10:00+04:00 Dubai,15.973567008972168°C,36.110496520996094%,49.682777404785156%
2023-04-29T17:15:00+04:00 Dubai,15.973567008972168°C,36.110496520996094%,49.73076629638672%
2023-04-29T17:20:00+04:00 Dubai,15.973567008972168°C,36.110496520996094%,49.583030700683594%
2023-04-29T17:25:00+04:00 Dubai,15.973567008972168°C,36.110496520996094%,49.245750427246094%
2023-04-29T17:30:00+04:00 Dubai,15.973567008972168°C,36.110496520996094%,49.71338653564453%
2023-04-29T17:35:00+04:00 Dubai,15.973567008972168°C,36.110496520996094%,48.80367660522461%
2023-04-29T17:40:00+04:00 Dubai,15.823060989379883°C,36.110496520996094%,49.24999237060547%
2023-04-29T17:45:00+04:00 Dubai,15.823060989379883°C,36.110496520996094%,48.46052551269531%
2023-04-29T17:50:00+04:00 Dubai,15.823060989379883°C,36.110496520996094%,48.37113571166992%
2023-04-29T17:55:00+04:00 Dubai,15.67391300201416°C,36.110496520996094%,48.05356979370117%
2023-04-29T18:00:00+04:00 Dubai,15.67391300201416°C,36.110496520996094%,47.755348205566406%
2023-04-29T18:05:00+04:00 Dubai,15.522457122802734°C,36.110496520996094%,47.49314498901367%
2023-04-29T18:10:00+04:00 Dubai,15.522457122802734°C,34.97825622558594%,47.367008209228516%
2023-04-29T18:15:00+04:00 Dubai,15.373730659484863°C,33.53526306152344%,46.81834030151367%
2023-04-29T18:20:00+04:00 Dubai,15.223793029785156°C,32.11541748046875%,46.469608306884766%
2023-04-29T18:25:00+04:00 Dubai,15.223793029785156°C,29.372339248657227%,46.11573028564453%
2023-04-29T18:30:00+04:00 Dubai,15.375186920166016°C,29.913471221923828%,45.641151428222656%
2023-04-29T18:35:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,45.377708435058594%
2023-04-29T18:40:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,45.21506118774414%
2023-04-29T18:45:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,45.178863525390625%
2023-04-29T18:50:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,45.2402458190918%
2023-04-29T18:55:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,44.9063835144043%
2023-04-29T19:00:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,45.177833557128906%
2023-04-29T19:05:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,46.408016204833984%
2023-04-29T19:10:00+04:00 Dubai,15.525877952575684°C,30.920602798461914%,47.386165618896484%
2023-04-29T19:15:00+04:00 Dubai,15.525877952575684°C,29.905563354492188%,46.81256103515625%
2023-04-29T19:20:00+04:00 Dubai,15.377140045166016°C,28.826391220092773%,46.790531158447266%
2023-04-29T19:25:00+04:00 Dubai,15.377140045166016°C,28.826391220092773%,46.8687744140625%
2023-04-29T19:30:00+04:00 Dubai,15.377140045166016°C,27.723825454711914%,46.46180725097656%
2023-04-29T19:35:00+04:00 Dubai,15.377140045166016°C,26.53658103942871%,46.919490814208984%
2023-04-29T19:40:00+04:00 Dubai,15.377140045166016°C,25.358688354492188%,46.48215866088867%
2023-04-29T19:45:00+04:00 Dubai,15.377140045166016°C,25.358688354492188%,46.54191589355469%
2023-04-29T19:50:00+04:00 Dubai,15.377140045166016°C,24.33578109741211%,46.60487747192383%
2023-04-29T19:55:00+04:00 Dubai,15.377140045166016°C,23.27021598815918%,46.468292236328125%
2023-04-29T20:00:00+04:00 Dubai,15.683032989501953°C,24.53717803955078%,46.82870864868164%
2023-04-29T20:05:00+04:00 Dubai,15.832856178283691°C,24.53717803955078%,46.457763671875%
2023-04-29T20:10:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.92955780029297%
2023-04-29T20:15:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.492679595947266%
2023-04-29T20:20:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.483707427978516%
2023-04-29T20:25:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.15583801269531%
2023-04-29T20:30:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.42752456665039%
2023-04-29T20:35:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.42092514038086%
2023-04-29T20:40:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.46588134765625%
2023-04-29T20:45:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.1469612121582%
2023-04-29T20:50:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.21076583862305%
2023-04-29T20:55:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.1789436340332%
2023-04-29T21:00:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.14682388305664%
2023-04-29T21:05:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.2186393737793%
2023-04-29T21:10:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.236751556396484%
2023-04-29T21:15:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.1585693359375%
2023-04-29T21:20:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.40073776245117%
2023-04-29T21:25:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.20103454589844%
2023-04-29T21:30:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.14657974243164%
2023-04-29T21:35:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.40019989013672%
2023-04-29T21:40:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.14111328125%
2023-04-29T21:45:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.42946243286133%
2023-04-29T21:50:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.17939758300781%
2023-04-29T21:55:00+04:00 Dubai,15.981843948364258°C,24.53717803955078%,46.170692443847656%
2023-04-29T22:00:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.242366790771484%
2023-04-29T22:05:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.40815353393555%
2023-04-29T22:10:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.39591598510742%
2023-04-29T22:15:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.31911849975586%
2023-04-29T22:20:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.30424118041992%
2023-04-29T22:25:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.141082763671875%
2023-04-29T22:30:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.4952392578125%
2023-04-29T22:35:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.398277282714844%
2023-04-29T22:40:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.23381805419922%
2023-04-29T22:45:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.169891357421875%
2023-04-29T22:50:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.480613708496094%
2023-04-29T22:55:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.15013885498047%
2023-04-29T23:00:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.42270278930664%
2023-04-29T23:05:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.14981460571289%
2023-04-29T23:10:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.470123291015625%
2023-04-29T23:15:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.152931213378906%
2023-04-29T23:20:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.2353630065918%
2023-04-29T23:25:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.17981719970703%
2023-04-29T23:30:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.25483703613281%
2023-04-29T23:35:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.15090560913086%
2023-04-29T23:40:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.458457946777344%
2023-04-29T23:45:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.13398742675781%
2023-04-29T23:50:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.217185974121094%
2023-04-29T23:55:00+04:00 Dubai,16.13120460510254°C,24.53717803955078%,46.14324951171875%
2023-04-30T00:00:00+04:00 Dubai,18.14663314819336°C,0%,46.40715026855469%
2023-04-30T00:05:00+04:00 Dubai,20.26006317138672°C,12.798368453979492%,46.487613677978516%
2023-04-30T00:10:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.18779373168945%
2023-04-30T00:15:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.16901397705078%
2023-04-30T00:20:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.16483688354492%
2023-04-30T00:25:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.30929183959961%
2023-04-30T00:30:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.1491584777832%
2023-04-30T00:35:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.36552810668945%
2023-04-30T00:40:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,47.03947830200195%
2023-04-30T00:45:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.88528060913086%
2023-04-30T00:50:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.649452209472656%
2023-04-30T00:55:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.97565841674805%
2023-04-30T01:00:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,47.257545471191406%
2023-04-30T01:05:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,47.15810012817383%
2023-04-30T01:10:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.49077224731445%
2023-04-30T01:15:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.489376068115234%
2023-04-30T01:20:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.1842155456543%
2023-04-30T01:25:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.27935791015625%
2023-04-30T01:30:00+04:00 Dubai,15.980365753173828°C,22.906173706054688%,46.13969039916992%
2023-04-30T01:35:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.14118576049805%
2023-04-30T01:40:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.142459869384766%
2023-04-30T01:45:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.15247344970703%
2023-04-30T01:50:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.4384880065918%
2023-04-30T01:55:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.5411491394043%
2023-04-30T02:00:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.15566635131836%
2023-04-30T02:05:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.64198303222656%
2023-04-30T02:10:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.66611862182617%
2023-04-30T02:15:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.820926666259766%
2023-04-30T02:20:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.89405059814453%
2023-04-30T02:25:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,46.52870178222656%
2023-04-30T02:30:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,47.01508331298828%
2023-04-30T02:35:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,47.401611328125%
2023-04-30T02:40:00+04:00 Dubai,15.829643249511719°C,22.906173706054688%,47.12614440917969%
