ts,DMC Building 1 Data Quality Tests Discharge-Air-Temp-Sensor Copy,DMC Building 1 Data Quality Tests Discharge-Chilled-Water-Cool-Valve-Cmd Copy
2023-06-18T19:40:00+04:00 Dubai,14.899958610534668°C,37.26%
2023-06-18T19:45:00+04:00 Dubai,14.899958610534668°C,37.26%
2023-06-18T19:50:00+04:00 Dubai,14.899958610534668°C,37.26%
2023-06-18T19:55:00+04:00 Dubai,15.050379753112793°C,37.26%
2023-06-18T20:00:00+04:00 Dubai,15.050379753112793°C,37.26%
2023-06-18T20:05:00+04:00 Dubai,15.050379753112793°C,37.26%
2023-06-18T20:10:00+04:00 Dubai,15.050379753112793°C,37.26%
2023-06-18T20:15:00+04:00 Dubai,15.198970794677734°C,37.26%
2023-06-18T20:20:00+04:00 Dubai,15.198970794677734°C,37.26%
2023-06-18T20:25:00+04:00 Dubai,15.198970794677734°C,37.26%
2023-06-18T20:30:00+04:00 Dubai,15.198970794677734°C,37.26%
2023-06-18T20:35:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T20:40:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T20:45:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T20:50:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T20:55:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:00:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:05:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:10:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:15:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:20:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:25:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:30:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:35:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:40:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:45:00+04:00 Dubai,15.348103523254395°C,37.26%
2023-06-18T21:50:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T21:55:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:00:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:05:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:10:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:15:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:20:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:25:00+04:00 Dubai,15.496835708618164°C,37.26%
2023-06-18T22:30:00+04:00 Dubai,15.496835708618164°C,38.92%
2023-06-18T22:35:00+04:00 Dubai,15.645955085754395°C,39.94%
2023-06-18T22:40:00+04:00 Dubai,15.4974365234375°C,38.82%
2023-06-18T22:45:00+04:00 Dubai,15.4974365234375°C,38.82%
2023-06-18T22:50:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T22:55:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:00:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:05:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:10:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:15:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:20:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:25:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:30:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:35:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:40:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:45:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:50:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-18T23:55:00+04:00 Dubai,15.348615646362305°C,38.82%
2023-06-19T00:00:00+04:00 Dubai,16.807825088500977°C,25.09%
2023-06-19T00:05:00+04:00 Dubai,17.26298713684082°C,26.23%
2023-06-19T00:10:00+04:00 Dubai,16.854591369628906°C,20.87%
2023-06-19T00:15:00+04:00 Dubai,17.3111629486084°C,25.29%
2023-06-19T00:20:00+04:00 Dubai,17.462787628173828°C,26.41%
2023-06-19T00:25:00+04:00 Dubai,17.611392974853516°C,26.41%
2023-06-19T00:30:00+04:00 Dubai,17.76151466369629°C,26.41%
2023-06-19T00:35:00+04:00 Dubai,17.76151466369629°C,26.41%
2023-06-19T00:40:00+04:00 Dubai,17.910396575927734°C,26.41%
2023-06-19T00:45:00+04:00 Dubai,17.910396575927734°C,26.41%
2023-06-19T00:50:00+04:00 Dubai,18.059776306152344°C,26.41%
2023-06-19T00:55:00+04:00 Dubai,18.059776306152344°C,26.41%
2023-06-19T01:00:00+04:00 Dubai,18.209043502807617°C,26.41%
2023-06-19T01:05:00+04:00 Dubai,18.209043502807617°C,26.41%
2023-06-19T01:10:00+04:00 Dubai,18.209043502807617°C,26.41%
2023-06-19T01:15:00+04:00 Dubai,18.209043502807617°C,26.41%
2023-06-19T01:20:00+04:00 Dubai,18.35818862915039°C,26.41%
2023-06-19T01:25:00+04:00 Dubai,18.35818862915039°C,26.41%
2023-06-19T01:30:00+04:00 Dubai,18.35818862915039°C,26.41%
2023-06-19T01:35:00+04:00 Dubai,18.506887435913086°C,26.41%
2023-06-19T01:40:00+04:00 Dubai,18.506887435913086°C,26.41%
2023-06-19T01:45:00+04:00 Dubai,18.506887435913086°C,27.49%
2023-06-19T01:50:00+04:00 Dubai,18.506887435913086°C,27.49%
2023-06-19T01:55:00+04:00 Dubai,18.506887435913086°C,28.48%
2023-06-19T02:00:00+04:00 Dubai,18.506887435913086°C,29.52%
2023-06-19T02:05:00+04:00 Dubai,18.506887435913086°C,29.52%
2023-06-19T02:10:00+04:00 Dubai,18.506887435913086°C,30.65%
2023-06-19T02:15:00+04:00 Dubai,18.20243263244629°C,30.65%
2023-06-19T02:20:00+04:00 Dubai,18.05303192138672°C,30.65%
2023-06-19T02:25:00+04:00 Dubai,18.05303192138672°C,30.65%
2023-06-19T02:30:00+04:00 Dubai,17.904001235961914°C,30.65%
2023-06-19T02:35:00+04:00 Dubai,17.904001235961914°C,30.65%
2023-06-19T02:40:00+04:00 Dubai,17.904001235961914°C,30.65%
2023-06-19T02:45:00+04:00 Dubai,17.904001235961914°C,30.65%
2023-06-19T02:50:00+04:00 Dubai,17.904001235961914°C,30.65%
2023-06-19T02:55:00+04:00 Dubai,17.904001235961914°C,30.65%
2023-06-19T03:00:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:05:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:10:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:15:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:20:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:25:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:30:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:35:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:40:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:45:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:50:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T03:55:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:00:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:05:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:10:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:15:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:20:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:25:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:30:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:35:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:40:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:45:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:50:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T04:55:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:00:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:05:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:10:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:15:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:20:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:25:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:30:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:35:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:40:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:45:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:50:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T05:55:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T06:00:00+04:00 Dubai,17.75542449951172°C,30.65%
2023-06-19T06:05:00+04:00 Dubai,15.86320686340332°C,40.26%
2023-06-19T06:10:00+04:00 Dubai,16.015148162841797°C,43.04%
2023-06-19T06:15:00+04:00 Dubai,15.86525821685791°C,43.04%
2023-06-19T06:20:00+04:00 Dubai,15.716443061828613°C,43.04%
2023-06-19T06:25:00+04:00 Dubai,15.567090034484863°C,43.04%
2023-06-19T06:30:00+04:00 Dubai,15.567090034484863°C,41.99%
2023-06-19T06:35:00+04:00 Dubai,15.418329238891602°C,41.99%
2023-06-19T06:40:00+04:00 Dubai,15.418329238891602°C,41.99%
2023-06-19T06:45:00+04:00 Dubai,15.418329238891602°C,41.99%
2023-06-19T06:50:00+04:00 Dubai,15.26905632019043°C,41.99%
2023-06-19T06:55:00+04:00 Dubai,15.26905632019043°C,41.99%
2023-06-19T07:00:00+04:00 Dubai,15.26905632019043°C,41.99%
2023-06-19T07:05:00+04:00 Dubai,16.05219268798828°C,47.86%
2023-06-19T07:10:00+04:00 Dubai,16.201889038085938°C,51.82%
2023-06-19T07:15:00+04:00 Dubai,16.050363540649414°C,54.40%
2023-06-19T07:20:00+04:00 Dubai,16.050363540649414°C,55.80%
2023-06-19T07:25:00+04:00 Dubai,16.050363540649414°C,57.96%
2023-06-19T07:30:00+04:00 Dubai,16.050363540649414°C,59.33%
2023-06-19T07:35:00+04:00 Dubai,15.899312019348145°C,60.84%
2023-06-19T07:40:00+04:00 Dubai,15.899312019348145°C,63.00%
2023-06-19T07:45:00+04:00 Dubai,15.899312019348145°C,64.30%
2023-06-19T07:50:00+04:00 Dubai,15.899312019348145°C,66.54%
2023-06-19T07:55:00+04:00 Dubai,15.899312019348145°C,67.63%
2023-06-19T08:00:00+04:00 Dubai,15.899312019348145°C,69.68%
2023-06-19T08:05:00+04:00 Dubai,15.899312019348145°C,70.98%
2023-06-19T08:10:00+04:00 Dubai,15.899312019348145°C,73.08%
2023-06-19T08:15:00+04:00 Dubai,15.899312019348145°C,75.29%
2023-06-19T08:20:00+04:00 Dubai,15.899312019348145°C,76.68%
2023-06-19T08:25:00+04:00 Dubai,15.899312019348145°C,78.81%
2023-06-19T08:30:00+04:00 Dubai,15.899312019348145°C,79.88%
2023-06-19T08:35:00+04:00 Dubai,15.899312019348145°C,82.03%
2023-06-19T08:40:00+04:00 Dubai,15.899312019348145°C,84.18%
2023-06-19T08:45:00+04:00 Dubai,15.899312019348145°C,85.25%
2023-06-19T08:50:00+04:00 Dubai,15.899312019348145°C,87.40%
2023-06-19T08:55:00+04:00 Dubai,15.899312019348145°C,90.37%
2023-06-19T09:00:00+04:00 Dubai,15.899312019348145°C,92.76%
2023-06-19T09:05:00+04:00 Dubai,16.048147201538086°C,97.19%
2023-06-19T09:10:00+04:00 Dubai,16.048147201538086°C,98.81%
2023-06-19T09:15:00+04:00 Dubai,14.784791946411133°C,94.90%
2023-06-19T09:20:00+04:00 Dubai,13.67344856262207°C,83.74%
2023-06-19T09:25:00+04:00 Dubai,13.522457122802734°C,78.12%
2023-06-19T09:30:00+04:00 Dubai,13.522457122802734°C,74.00%
2023-06-19T09:35:00+04:00 Dubai,13.671049118041992°C,70.13%
2023-06-19T09:40:00+04:00 Dubai,13.671049118041992°C,67.11%
2023-06-19T09:45:00+04:00 Dubai,13.671049118041992°C,64.48%
2023-06-19T09:50:00+04:00 Dubai,13.822672843933105°C,61.78%
2023-06-19T09:55:00+04:00 Dubai,13.972554206848145°C,60.71%
2023-06-19T10:00:00+04:00 Dubai,13.972554206848145°C,59.52%
2023-06-19T10:05:00+04:00 Dubai,14.122380256652832°C,58.38%
2023-06-19T10:10:00+04:00 Dubai,14.273369789123535°C,58.38%
2023-06-19T10:15:00+04:00 Dubai,14.273369789123535°C,58.38%
2023-06-19T10:20:00+04:00 Dubai,14.273369789123535°C,58.38%
2023-06-19T10:25:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T10:30:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T10:35:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T10:40:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T10:45:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T10:50:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T10:55:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T11:00:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T11:05:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T11:10:00+04:00 Dubai,14.423384666442871°C,58.38%
2023-06-19T11:15:00+04:00 Dubai,14.423384666442871°C,57.38%
2023-06-19T11:20:00+04:00 Dubai,14.423384666442871°C,57.38%
2023-06-19T11:25:00+04:00 Dubai,14.423384666442871°C,57.38%
2023-06-19T11:30:00+04:00 Dubai,14.423384666442871°C,57.38%
2023-06-19T11:35:00+04:00 Dubai,14.423384666442871°C,56.18%
2023-06-19T11:40:00+04:00 Dubai,14.423384666442871°C,56.18%
2023-06-19T11:45:00+04:00 Dubai,14.423384666442871°C,55.14%
2023-06-19T11:50:00+04:00 Dubai,14.423384666442871°C,55.14%
2023-06-19T11:55:00+04:00 Dubai,14.572813034057617°C,55.14%
2023-06-19T12:00:00+04:00 Dubai,14.572813034057617°C,55.14%
2023-06-19T12:05:00+04:00 Dubai,14.572813034057617°C,55.14%
2023-06-19T12:10:00+04:00 Dubai,14.572813034057617°C,55.14%
2023-06-19T12:15:00+04:00 Dubai,14.572813034057617°C,55.14%
2023-06-19T12:20:00+04:00 Dubai,14.721701622009277°C,55.14%
2023-06-19T12:25:00+04:00 Dubai,14.721701622009277°C,55.14%
2023-06-19T12:30:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T12:35:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T12:40:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T12:45:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T12:50:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T12:55:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T13:00:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T13:05:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T13:10:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T13:15:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T13:20:00+04:00 Dubai,14.873106002807617°C,55.14%
2023-06-19T13:25:00+04:00 Dubai,14.724013328552246°C,55.14%
2023-06-19T13:30:00+04:00 Dubai,14.724013328552246°C,55.14%
2023-06-19T13:35:00+04:00 Dubai,14.724013328552246°C,55.14%
2023-06-19T13:40:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T13:45:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T13:50:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T13:55:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:00:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:05:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:10:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:15:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:20:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:25:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:30:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:35:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:40:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:45:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:50:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T14:55:00+04:00 Dubai,14.872965812683105°C,55.14%
2023-06-19T15:00:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:05:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:10:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:15:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:20:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:25:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:30:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:35:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:40:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:45:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:50:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T15:55:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:00:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:05:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:10:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:15:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:20:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:25:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:30:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:35:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:40:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:45:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:50:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T16:55:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:00:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:05:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:10:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:15:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:20:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:25:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:30:00+04:00 Dubai,14.723937034606934°C,55.14%
2023-06-19T17:35:00+04:00 Dubai,14.575106620788574°C,55.14%
2023-06-19T17:40:00+04:00 Dubai,14.575106620788574°C,55.14%
2023-06-19T17:45:00+04:00 Dubai,14.42580509185791°C,54.14%
2023-06-19T17:50:00+04:00 Dubai,14.42580509185791°C,53.05%
2023-06-19T17:55:00+04:00 Dubai,14.42580509185791°C,51.80%
2023-06-19T18:00:00+04:00 Dubai,14.42580509185791°C,51.80%
2023-06-19T18:05:00+04:00 Dubai,14.42580509185791°C,51.80%
2023-06-19T18:10:00+04:00 Dubai,14.42580509185791°C,50.69%
2023-06-19T18:15:00+04:00 Dubai,14.42580509185791°C,49.67%
2023-06-19T18:20:00+04:00 Dubai,14.42580509185791°C,48.53%
2023-06-19T18:25:00+04:00 Dubai,14.277047157287598°C,47.42%
2023-06-19T18:30:00+04:00 Dubai,14.42629623413086°C,47.42%
2023-06-19T18:35:00+04:00 Dubai,14.42629623413086°C,47.42%
2023-06-19T18:40:00+04:00 Dubai,14.42629623413086°C,47.42%
2023-06-19T18:45:00+04:00 Dubai,14.42629623413086°C,47.42%
2023-06-19T18:50:00+04:00 Dubai,14.42629623413086°C,47.42%
2023-06-19T18:55:00+04:00 Dubai,14.42629623413086°C,46.25%
2023-06-19T19:00:00+04:00 Dubai,14.42629623413086°C,45.13%
2023-06-19T19:05:00+04:00 Dubai,14.124438285827637°C,42.16%
2023-06-19T19:10:00+04:00 Dubai,14.274031639099121°C,42.16%
2023-06-19T19:15:00+04:00 Dubai,14.274031639099121°C,42.16%
2023-06-19T19:20:00+04:00 Dubai,14.274031639099121°C,41.12%
2023-06-19T19:25:00+04:00 Dubai,14.274031639099121°C,40.04%
2023-06-19T19:30:00+04:00 Dubai,14.274031639099121°C,39.00%
2023-06-19T19:35:00+04:00 Dubai,14.573720932006836°C,40.01%
2023-06-19T19:40:00+04:00 Dubai,14.722664833068848°C,40.01%
2023-06-19T19:45:00+04:00 Dubai,14.722664833068848°C,40.01%
2023-06-19T19:50:00+04:00 Dubai,14.871925354003906°C,40.01%
2023-06-19T19:55:00+04:00 Dubai,14.871925354003906°C,40.01%
2023-06-19T20:00:00+04:00 Dubai,14.871925354003906°C,40.01%
2023-06-19T20:05:00+04:00 Dubai,15.020998001098633°C,40.01%
2023-06-19T20:10:00+04:00 Dubai,15.020998001098633°C,40.01%
2023-06-19T20:15:00+04:00 Dubai,15.020998001098633°C,40.01%
2023-06-19T20:20:00+04:00 Dubai,15.020998001098633°C,40.01%
2023-06-19T20:25:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T20:30:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T20:35:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T20:40:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T20:45:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T20:50:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T20:55:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:00:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:05:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:10:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:15:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:20:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:25:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:30:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:35:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:40:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:45:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:50:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T21:55:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:00:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:05:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:10:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:15:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:20:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:25:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:30:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:35:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:40:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:45:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:50:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T22:55:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:00:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:05:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:10:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:15:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:20:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:25:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:30:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:35:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:40:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:45:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:50:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-19T23:55:00+04:00 Dubai,15.1703462600708°C,40.01%
2023-06-20T00:00:00+04:00 Dubai,16.823518753051758°C,25.92%
2023-06-20T00:05:00+04:00 Dubai,17.27735137939453°C,28.78%
2023-06-20T00:10:00+04:00 Dubai,16.862096786499023°C,22.07%
2023-06-20T00:15:00+04:00 Dubai,17.317134857177734°C,25.96%
2023-06-20T00:20:00+04:00 Dubai,17.466245651245117°C,27.16%
2023-06-20T00:25:00+04:00 Dubai,17.615766525268555°C,27.16%
2023-06-20T00:30:00+04:00 Dubai,17.76491928100586°C,27.16%
2023-06-20T00:35:00+04:00 Dubai,17.76491928100586°C,27.16%
2023-06-20T00:40:00+04:00 Dubai,17.76491928100586°C,27.16%
2023-06-20T00:45:00+04:00 Dubai,17.91348648071289°C,27.16%
2023-06-20T00:50:00+04:00 Dubai,17.91348648071289°C,27.16%
2023-06-20T00:55:00+04:00 Dubai,18.06412696838379°C,27.16%
2023-06-20T01:00:00+04:00 Dubai,18.06412696838379°C,27.16%
2023-06-20T01:05:00+04:00 Dubai,18.06412696838379°C,27.16%
2023-06-20T01:10:00+04:00 Dubai,18.212804794311523°C,27.16%
2023-06-20T01:15:00+04:00 Dubai,18.212804794311523°C,27.16%
2023-06-20T01:20:00+04:00 Dubai,18.212804794311523°C,27.16%
2023-06-20T01:25:00+04:00 Dubai,18.212804794311523°C,27.16%
2023-06-20T01:30:00+04:00 Dubai,18.362157821655273°C,27.16%
2023-06-20T01:35:00+04:00 Dubai,18.362157821655273°C,27.16%
2023-06-20T01:40:00+04:00 Dubai,18.362157821655273°C,27.16%
2023-06-20T01:45:00+04:00 Dubai,18.362157821655273°C,27.16%
2023-06-20T01:50:00+04:00 Dubai,18.362157821655273°C,27.16%
2023-06-20T01:55:00+04:00 Dubai,18.362157821655273°C,27.16%
2023-06-20T02:00:00+04:00 Dubai,18.511085510253906°C,27.16%
2023-06-20T02:05:00+04:00 Dubai,18.511085510253906°C,27.16%
2023-06-20T02:10:00+04:00 Dubai,18.511085510253906°C,28.25%
2023-06-20T02:15:00+04:00 Dubai,18.511085510253906°C,28.25%
2023-06-20T02:20:00+04:00 Dubai,18.511085510253906°C,29.31%
2023-06-20T02:25:00+04:00 Dubai,18.511085510253906°C,29.31%
2023-06-20T02:30:00+04:00 Dubai,18.511085510253906°C,29.31%
2023-06-20T02:35:00+04:00 Dubai,18.511085510253906°C,30.52%
2023-06-20T02:40:00+04:00 Dubai,18.511085510253906°C,31.61%
2023-06-20T02:45:00+04:00 Dubai,18.20284652709961°C,31.61%
2023-06-20T02:50:00+04:00 Dubai,18.05284881591797°C,31.61%
2023-06-20T02:55:00+04:00 Dubai,18.05284881591797°C,31.61%
