Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-03-10T19:10:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.12131881713867%
2023-03-10T19:15:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.37003707885742%
2023-03-10T19:20:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.11688995361328%
2023-03-10T19:25:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.419795989990234%
2023-03-10T19:30:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.11922836303711%
2023-03-10T19:35:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.51089859008789%
2023-03-10T19:40:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.427860260009766%
2023-03-10T19:45:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.45005416870117%
2023-03-10T19:50:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.55287551879883%
2023-03-10T19:55:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.58165740966797%
2023-03-10T20:00:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.52876663208008%
2023-03-10T20:05:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.554561614990234%
2023-03-10T20:10:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.56869888305664%
2023-03-10T20:15:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.57338333129883%
2023-03-10T20:20:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.560150146484375%
2023-03-10T20:25:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.59531021118164%
2023-03-10T20:30:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.57673645019531%
2023-03-10T20:35:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.62706756591797%
2023-03-10T20:40:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.57781982421875%
2023-03-10T20:45:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.58295822143555%
2023-03-10T20:50:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.57499313354492%
2023-03-10T20:55:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.74582290649414%
2023-03-10T21:00:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.5693473815918%
2023-03-10T21:05:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.5062255859375%
2023-03-10T21:10:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.395469665527344%
2023-03-10T21:15:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.579959869384766%
2023-03-10T21:20:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.83884048461914%
2023-03-10T21:25:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,58.03758239746094%
2023-03-10T21:30:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.82023239135742%
2023-03-10T21:35:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.86410140991211%
2023-03-10T21:40:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.560630798339844%
2023-03-10T21:45:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.930755615234375%
2023-03-10T21:50:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.720909118652344%
2023-03-10T21:55:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,58.250064849853516%
2023-03-10T22:00:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,58.55912780761719%
2023-03-10T22:05:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.65634536743164%
2023-03-10T22:10:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.6338005065918%
2023-03-10T22:15:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.608306884765625%
2023-03-10T22:20:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.64883804321289%
2023-03-10T22:25:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.55497741699219%
2023-03-10T22:30:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.594215393066406%
2023-03-10T22:35:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.5841064453125%
2023-03-10T22:40:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.589656829833984%
2023-03-10T22:45:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.59601593017578%
2023-03-10T22:50:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.6005973815918%
2023-03-10T22:55:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.57415771484375%
2023-03-10T23:00:00+04:00 Dubai,24.270183563232422°C,35.136966705322266%,57.55024719238281%
2023-03-10T23:05:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.42929458618164%
2023-03-10T23:10:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.340187072753906%
2023-03-10T23:15:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.13591003417969%
2023-03-10T23:20:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.58081817626953%
2023-03-10T23:25:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.52227020263672%
2023-03-10T23:30:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.215457916259766%
2023-03-10T23:35:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.560707092285156%
2023-03-10T23:40:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.12328338623047%
2023-03-10T23:45:00+04:00 Dubai,24.121265411376953°C,35.136966705322266%,57.12700653076172%
2023-03-10T23:50:00+04:00 Dubai,23.971940994262695°C,35.136966705322266%,57.38721466064453%
2023-03-10T23:55:00+04:00 Dubai,23.971940994262695°C,35.136966705322266%,57.13840103149414%
2023-03-11T00:00:00+04:00 Dubai,23.971940994262695°C,0.9939441680908203%,57.444923400878906%
2023-03-11T00:05:00+04:00 Dubai,23.971940994262695°C,18.7940673828125%,58.1896858215332%
2023-03-11T00:10:00+04:00 Dubai,23.971940994262695°C,28.374340057373047%,57.25227737426758%
2023-03-11T00:15:00+04:00 Dubai,24.120765686035156°C,28.374340057373047%,57.130245208740234%
2023-03-11T00:20:00+04:00 Dubai,24.120765686035156°C,28.374340057373047%,57.53293228149414%
2023-03-11T00:25:00+04:00 Dubai,24.120765686035156°C,28.374340057373047%,57.24272155761719%
2023-03-11T00:30:00+04:00 Dubai,24.120765686035156°C,29.382423400878906%,57.12508010864258%
2023-03-11T00:35:00+04:00 Dubai,24.120765686035156°C,29.382423400878906%,57.16944885253906%
2023-03-11T00:40:00+04:00 Dubai,24.120765686035156°C,29.382423400878906%,57.12730026245117%
2023-03-11T00:45:00+04:00 Dubai,24.120765686035156°C,29.382423400878906%,57.12845993041992%
2023-03-11T00:50:00+04:00 Dubai,24.120765686035156°C,29.382423400878906%,57.15657043457031%
2023-03-11T00:55:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.124263763427734%
2023-03-11T01:00:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.12607955932617%
2023-03-11T01:05:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.16250228881836%
2023-03-11T01:10:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.12157440185547%
2023-03-11T01:15:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.124298095703125%
2023-03-11T01:20:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.120826721191406%
2023-03-11T01:25:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.139713287353516%
2023-03-11T01:30:00+04:00 Dubai,24.120765686035156°C,30.456022262573242%,57.12782669067383%
2023-03-11T01:35:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.180294036865234%
2023-03-11T01:40:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12627029418945%
2023-03-11T01:45:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12689208984375%
2023-03-11T01:50:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.128387451171875%
2023-03-11T01:55:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.31987380981445%
2023-03-11T02:00:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.13190460205078%
2023-03-11T02:05:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12553024291992%
2023-03-11T02:10:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12861251831055%
2023-03-11T02:15:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.123809814453125%
2023-03-11T02:20:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12602615356445%
2023-03-11T02:25:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12335205078125%
2023-03-11T02:30:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12506866455078%
2023-03-11T02:35:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12800979614258%
2023-03-11T02:40:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.1275520324707%
2023-03-11T02:45:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.191410064697266%
2023-03-11T02:50:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12527084350586%
2023-03-11T02:55:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12326431274414%
2023-03-11T03:00:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12886047363281%
2023-03-11T03:05:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.268089294433594%
2023-03-11T03:10:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.159461975097656%
2023-03-11T03:15:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.161109924316406%
2023-03-11T03:20:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.26789855957031%
2023-03-11T03:25:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.333778381347656%
2023-03-11T03:30:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.20988845825195%
2023-03-11T03:35:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.31696701049805%
2023-03-11T03:40:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.1202507019043%
2023-03-11T03:45:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12548065185547%
2023-03-11T03:50:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.18897247314453%
2023-03-11T03:55:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.254615783691406%
2023-03-11T04:00:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12577819824219%
2023-03-11T04:05:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.219356536865234%
2023-03-11T04:10:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12996292114258%
2023-03-11T04:15:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.128353118896484%
2023-03-11T04:20:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.42793273925781%
2023-03-11T04:25:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.361209869384766%
2023-03-11T04:30:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.60626220703125%
2023-03-11T04:35:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.55991744995117%
2023-03-11T04:40:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.220279693603516%
2023-03-11T04:45:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.423255920410156%
2023-03-11T04:50:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.127906799316406%
2023-03-11T04:55:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12650680541992%
2023-03-11T05:00:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12461471557617%
2023-03-11T05:05:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.130401611328125%
2023-03-11T05:10:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.1219596862793%
2023-03-11T05:15:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.1273307800293%
2023-03-11T05:20:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.126827239990234%
2023-03-11T05:25:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12834167480469%
2023-03-11T05:30:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12342834472656%
2023-03-11T05:35:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.126136779785156%
2023-03-11T05:40:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.145694732666016%
2023-03-11T05:45:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.119781494140625%
2023-03-11T05:50:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12543869018555%
2023-03-11T05:55:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12420654296875%
2023-03-11T06:00:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12559127807617%
2023-03-11T06:05:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12227249145508%
2023-03-11T06:10:00+04:00 Dubai,24.269920349121094°C,30.456022262573242%,57.12581253051758%
2023-03-11T06:15:00+04:00 Dubai,24.120990753173828°C,30.456022262573242%,57.12696838378906%
2023-03-11T06:20:00+04:00 Dubai,24.120990753173828°C,30.456022262573242%,57.12866973876953%
2023-03-11T06:25:00+04:00 Dubai,24.120990753173828°C,30.456022262573242%,57.13046646118164%
2023-03-11T06:30:00+04:00 Dubai,24.120990753173828°C,30.456022262573242%,57.12839889526367%
2023-03-11T06:35:00+04:00 Dubai,24.120990753173828°C,30.456022262573242%,57.120018005371094%
2023-03-11T06:40:00+04:00 Dubai,24.120990753173828°C,30.456022262573242%,57.121055603027344%
2023-03-11T06:45:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.126220703125%
2023-03-11T06:50:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.13100051879883%
2023-03-11T06:55:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.13998794555664%
2023-03-11T07:00:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.12116622924805%
2023-03-11T07:05:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.123382568359375%
2023-03-11T07:10:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.12541961669922%
2023-03-11T07:15:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.12621307373047%
2023-03-11T07:20:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.11212921142578%
2023-03-11T07:25:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.01503372192383%
2023-03-11T07:30:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,56.99459457397461%
2023-03-11T07:35:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,56.99014663696289%
2023-03-11T07:40:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,56.99390411376953%
2023-03-11T07:45:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.201873779296875%
2023-03-11T07:50:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.12244415283203%
2023-03-11T07:55:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.134559631347656%
2023-03-11T08:00:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.133506774902344%
2023-03-11T08:05:00+04:00 Dubai,23.971641540527344°C,30.456022262573242%,57.30354690551758%
2023-03-11T08:10:00+04:00 Dubai,23.971641540527344°C,31.45233726501465%,57.16309356689453%
2023-03-11T08:15:00+04:00 Dubai,23.971641540527344°C,32.46185302734375%,57.59434509277344%
2023-03-11T08:20:00+04:00 Dubai,23.971641540527344°C,33.468650817871094%,57.663936614990234%
2023-03-11T08:25:00+04:00 Dubai,23.971641540527344°C,33.468650817871094%,57.58357238769531%
2023-03-11T08:30:00+04:00 Dubai,24.120243072509766°C,34.52385711669922%,58.02676010131836%
2023-03-11T08:35:00+04:00 Dubai,24.120243072509766°C,35.816795349121094%,58.90541458129883%
2023-03-11T08:40:00+04:00 Dubai,24.120243072509766°C,38.251277923583984%,58.96467208862305%
2023-03-11T08:45:00+04:00 Dubai,24.120243072509766°C,36.189056396484375%,59.44528579711914%
2023-03-11T08:50:00+04:00 Dubai,24.268781661987305°C,36.189056396484375%,60.013031005859375%
2023-03-11T08:55:00+04:00 Dubai,24.268781661987305°C,36.189056396484375%,60.37031173706055%
2023-03-11T09:00:00+04:00 Dubai,24.268781661987305°C,36.189056396484375%,60.55071258544922%
2023-03-11T09:05:00+04:00 Dubai,24.268781661987305°C,36.189056396484375%,61.66365051269531%
2023-03-11T09:10:00+04:00 Dubai,24.268781661987305°C,36.189056396484375%,61.64348220825195%
2023-03-11T09:15:00+04:00 Dubai,24.268781661987305°C,36.189056396484375%,62.64436340332031%
2023-03-11T09:20:00+04:00 Dubai,24.268781661987305°C,38.545291900634766%,63.04191589355469%
2023-03-11T09:25:00+04:00 Dubai,24.268781661987305°C,39.86758041381836%,63.045814514160156%
2023-03-11T09:30:00+04:00 Dubai,24.268781661987305°C,42.51938247680664%,64.15370178222656%
2023-03-11T09:35:00+04:00 Dubai,24.268781661987305°C,40.795921325683594%,64.44853973388672%
2023-03-11T09:40:00+04:00 Dubai,24.268781661987305°C,40.795921325683594%,64.85277557373047%
2023-03-11T09:45:00+04:00 Dubai,24.268781661987305°C,40.795921325683594%,64.87447357177734%
2023-03-11T09:50:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,65.33203125%
2023-03-11T09:55:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,65.67657470703125%
2023-03-11T10:00:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,66.14850616455078%
2023-03-11T10:05:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,66.5166244506836%
2023-03-11T10:10:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,67.15280151367188%
2023-03-11T10:15:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,67.6592788696289%
2023-03-11T10:20:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,68.45820617675781%
2023-03-11T10:25:00+04:00 Dubai,24.417911529541016°C,40.795921325683594%,68.5660171508789%
2023-03-11T10:30:00+04:00 Dubai,24.417911529541016°C,42.00054931640625%,69.04463958740234%
2023-03-11T10:35:00+04:00 Dubai,24.417911529541016°C,43.103233337402344%,69.02947235107422%
2023-03-11T10:40:00+04:00 Dubai,24.417911529541016°C,45.85868453979492%,69.14521026611328%
2023-03-11T10:45:00+04:00 Dubai,24.417911529541016°C,46.8922119140625%,69.55560302734375%
2023-03-11T10:50:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,69.47745513916016%
2023-03-11T10:55:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,68.94659423828125%
2023-03-11T11:00:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,68.38964080810547%
2023-03-11T11:05:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,68.13742065429688%
2023-03-11T11:10:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,67.91226196289062%
2023-03-11T11:15:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,67.83963012695312%
2023-03-11T11:20:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,67.24639129638672%
2023-03-11T11:25:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,66.79095458984375%
2023-03-11T11:30:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,66.26898956298828%
2023-03-11T11:35:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,66.35428619384766%
2023-03-11T11:40:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,65.60840606689453%
2023-03-11T11:45:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,65.36910247802734%
2023-03-11T11:50:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,65.0519027709961%
2023-03-11T11:55:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,64.85612487792969%
2023-03-11T12:00:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,64.67196655273438%
2023-03-11T12:05:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,64.05228424072266%
2023-03-11T12:10:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,63.85177230834961%
2023-03-11T12:15:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,63.227848052978516%
2023-03-11T12:20:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,63.19783020019531%
2023-03-11T12:25:00+04:00 Dubai,24.417911529541016°C,45.5673828125%,63.05161666870117%
2023-03-11T12:30:00+04:00 Dubai,24.417911529541016°C,44.51121520996094%,62.802215576171875%
2023-03-11T12:35:00+04:00 Dubai,24.417911529541016°C,43.495933532714844%,62.99454879760742%
2023-03-11T12:40:00+04:00 Dubai,24.417911529541016°C,43.495933532714844%,62.55654525756836%
2023-03-11T12:45:00+04:00 Dubai,24.417911529541016°C,43.495933532714844%,62.46881866455078%
2023-03-11T12:50:00+04:00 Dubai,24.417911529541016°C,43.495933532714844%,62.229164123535156%
2023-03-11T12:55:00+04:00 Dubai,24.417911529541016°C,43.495933532714844%,62.11217498779297%
2023-03-11T13:00:00+04:00 Dubai,24.417911529541016°C,43.495933532714844%,61.03361129760742%
2023-03-11T13:05:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,61.2328987121582%
2023-03-11T13:10:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,61.151729583740234%
2023-03-11T13:15:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.980682373046875%
2023-03-11T13:20:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.699031829833984%
2023-03-11T13:25:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.70834732055664%
2023-03-11T13:30:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.653587341308594%
2023-03-11T13:35:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.38825607299805%
2023-03-11T13:40:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.5137825012207%
2023-03-11T13:45:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.43931579589844%
2023-03-11T13:50:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.42464828491211%
2023-03-11T13:55:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.369354248046875%
2023-03-11T14:00:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.36325454711914%
2023-03-11T14:05:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.543495178222656%
2023-03-11T14:10:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.472618103027344%
2023-03-11T14:15:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,59.96738815307617%
2023-03-11T14:20:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.37205505371094%
2023-03-11T14:25:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.13566970825195%
2023-03-11T14:30:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.399410247802734%
2023-03-11T14:35:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.569820404052734%
2023-03-11T14:40:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.36894989013672%
2023-03-11T14:45:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.66387176513672%
2023-03-11T14:50:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.56626892089844%
2023-03-11T14:55:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.479801177978516%
2023-03-11T15:00:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.511409759521484%
2023-03-11T15:05:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,59.8844108581543%
2023-03-11T15:10:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,60.258949279785156%
2023-03-11T15:15:00+04:00 Dubai,24.417911529541016°C,42.480499267578125%,59.78086471557617%
2023-03-11T15:20:00+04:00 Dubai,24.417911529541016°C,41.32398986816406%,59.46608352661133%
2023-03-11T15:25:00+04:00 Dubai,24.417911529541016°C,40.1629753112793%,58.9794921875%
2023-03-11T15:30:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.04988098144531%
2023-03-11T15:35:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.426109313964844%
2023-03-11T15:40:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.10270309448242%
2023-03-11T15:45:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.41557312011719%
2023-03-11T15:50:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.0499382019043%
2023-03-11T15:55:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,58.96858215332031%
2023-03-11T16:00:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,58.98089599609375%
2023-03-11T16:05:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.3990592956543%
2023-03-11T16:10:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.42448425292969%
2023-03-11T16:15:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.901405334472656%
2023-03-11T16:20:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.508575439453125%
2023-03-11T16:25:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.22303771972656%
2023-03-11T16:30:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.901912689208984%
2023-03-11T16:35:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.337467193603516%
2023-03-11T16:40:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.3466911315918%
2023-03-11T16:45:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.52729797363281%
2023-03-11T16:50:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.403160095214844%
2023-03-11T16:55:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.742042541503906%
2023-03-11T17:00:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.88682556152344%
2023-03-11T17:05:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,61.11333465576172%
2023-03-11T17:10:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.70671844482422%
2023-03-11T17:15:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.65299606323242%
2023-03-11T17:20:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.428436279296875%
2023-03-11T17:25:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.3132209777832%
2023-03-11T17:30:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,60.338008880615234%
2023-03-11T17:35:00+04:00 Dubai,24.417911529541016°C,40.440040588378906%,59.842098236083984%
2023-03-11T17:40:00+04:00 Dubai,24.26862144470215°C,39.392433166503906%,59.46904373168945%
2023-03-11T17:45:00+04:00 Dubai,24.26862144470215°C,37.269351959228516%,58.97126770019531%
2023-03-11T17:50:00+04:00 Dubai,24.26862144470215°C,35.17549133300781%,58.96221160888672%
2023-03-11T17:55:00+04:00 Dubai,24.26862144470215°C,36.197425842285156%,58.90700149536133%
2023-03-11T18:00:00+04:00 Dubai,24.12008285522461°C,36.197425842285156%,58.55366134643555%
2023-03-11T18:05:00+04:00 Dubai,24.12008285522461°C,36.197425842285156%,58.03449630737305%
2023-03-11T18:10:00+04:00 Dubai,24.12008285522461°C,36.197425842285156%,58.049259185791016%
2023-03-11T18:15:00+04:00 Dubai,24.12008285522461°C,36.197425842285156%,58.02996826171875%
2023-03-11T18:20:00+04:00 Dubai,24.12008285522461°C,36.197425842285156%,58.15623474121094%
