Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1_Copy
2023-06-28T14:30:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T14:35:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T14:40:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T14:45:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T14:50:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T14:55:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:00:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:05:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:10:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:15:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:20:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:25:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:30:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:35:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:40:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:45:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:50:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T15:55:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T16:00:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T16:05:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T16:10:00+04:00 Dubai,24.376245498657227°C,54.61835479736328%
2023-06-28T16:15:00+04:00 Dubai,24.524818420410156°C,54.61835479736328%
2023-06-28T16:20:00+04:00 Dubai,24.524818420410156°C,54.61835479736328%
2023-06-28T16:25:00+04:00 Dubai,24.524818420410156°C,54.61835479736328%
2023-06-28T16:30:00+04:00 Dubai,24.524818420410156°C,54.61835479736328%
2023-06-28T16:35:00+04:00 Dubai,24.524818420410156°C,53.55748748779297%
2023-06-28T16:40:00+04:00 Dubai,24.524818420410156°C,52.35820007324219%
2023-06-28T16:45:00+04:00 Dubai,24.524818420410156°C,51.24209213256836%
2023-06-28T16:50:00+04:00 Dubai,24.524818420410156°C,50.103919982910156%
2023-06-28T16:55:00+04:00 Dubai,24.524818420410156°C,51.21263885498047%
2023-06-28T17:00:00+04:00 Dubai,24.524818420410156°C,51.21263885498047%
2023-06-28T17:05:00+04:00 Dubai,24.524818420410156°C,51.21263885498047%
2023-06-28T17:10:00+04:00 Dubai,24.524818420410156°C,50.19780349731445%
2023-06-28T17:15:00+04:00 Dubai,24.524818420410156°C,50.19780349731445%
2023-06-28T17:20:00+04:00 Dubai,24.376209259033203°C,49.125545501708984%
2023-06-28T17:25:00+04:00 Dubai,24.376209259033203°C,48.06814956665039%
2023-06-28T17:30:00+04:00 Dubai,24.376209259033203°C,48.06814956665039%
2023-06-28T17:35:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T17:40:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T17:45:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T17:50:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T17:55:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T18:00:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T18:05:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T18:10:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T18:15:00+04:00 Dubai,24.376209259033203°C,47.014556884765625%
2023-06-28T18:20:00+04:00 Dubai,24.227529525756836°C,45.98151779174805%
2023-06-28T18:25:00+04:00 Dubai,24.227529525756836°C,44.87152099609375%
2023-06-28T18:30:00+04:00 Dubai,24.227529525756836°C,44.87152099609375%
2023-06-28T18:35:00+04:00 Dubai,24.227529525756836°C,42.49396514892578%
2023-06-28T18:40:00+04:00 Dubai,24.227529525756836°C,42.49396514892578%
2023-06-28T18:45:00+04:00 Dubai,24.227529525756836°C,43.58511734008789%
2023-06-28T18:50:00+04:00 Dubai,24.077693939208984°C,43.58511734008789%
2023-06-28T18:55:00+04:00 Dubai,24.077693939208984°C,43.58511734008789%
2023-06-28T19:00:00+04:00 Dubai,24.077693939208984°C,43.58511734008789%
2023-06-28T19:05:00+04:00 Dubai,24.077693939208984°C,42.05909729003906%
2023-06-28T19:10:00+04:00 Dubai,24.077693939208984°C,40.848106384277344%
2023-06-28T19:15:00+04:00 Dubai,24.077693939208984°C,40.848106384277344%
2023-06-28T19:20:00+04:00 Dubai,24.077693939208984°C,39.784523010253906%
2023-06-28T19:25:00+04:00 Dubai,24.077693939208984°C,38.60889434814453%
2023-06-28T19:30:00+04:00 Dubai,24.077693939208984°C,37.489295959472656%
2023-06-28T19:35:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T19:40:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T19:45:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T19:50:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T19:55:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T20:00:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T20:05:00+04:00 Dubai,24.077693939208984°C,38.62781524658203%
2023-06-28T20:10:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:15:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:20:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:25:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:30:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:35:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:40:00+04:00 Dubai,23.927845001220703°C,38.62781524658203%
2023-06-28T20:45:00+04:00 Dubai,23.778850555419922°C,38.62781524658203%
2023-06-28T20:50:00+04:00 Dubai,23.778850555419922°C,38.62781524658203%
2023-06-28T20:55:00+04:00 Dubai,23.778850555419922°C,38.62781524658203%
2023-06-28T21:00:00+04:00 Dubai,23.778850555419922°C,38.62781524658203%
2023-06-28T21:05:00+04:00 Dubai,23.778850555419922°C,38.62781524658203%
2023-06-28T21:10:00+04:00 Dubai,23.778850555419922°C,38.62781524658203%
2023-06-28T21:15:00+04:00 Dubai,23.778850555419922°C,39.69821548461914%
2023-06-28T21:20:00+04:00 Dubai,23.778850555419922°C,40.73490905761719%
2023-06-28T21:25:00+04:00 Dubai,23.778850555419922°C,40.73490905761719%
2023-06-28T21:30:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T21:35:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T21:40:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T21:45:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T21:50:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T21:55:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T22:00:00+04:00 Dubai,23.92765998840332°C,40.73490905761719%
2023-06-28T22:05:00+04:00 Dubai,23.92765998840332°C,41.75695037841797%
2023-06-28T22:10:00+04:00 Dubai,23.92765998840332°C,41.75695037841797%
2023-06-28T22:15:00+04:00 Dubai,23.92765998840332°C,41.75695037841797%
2023-06-28T22:20:00+04:00 Dubai,23.92765998840332°C,41.75695037841797%
2023-06-28T22:25:00+04:00 Dubai,23.92765998840332°C,42.75479507446289%
2023-06-28T22:30:00+04:00 Dubai,23.92765998840332°C,43.811492919921875%
2023-06-28T22:35:00+04:00 Dubai,23.92765998840332°C,43.811492919921875%
2023-06-28T22:40:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T22:45:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T22:50:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T22:55:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:00:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:05:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:10:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:15:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:20:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:25:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:30:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:35:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:40:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:45:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:50:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-28T23:55:00+04:00 Dubai,23.92765998840332°C,45.09648132324219%
2023-06-29T00:00:00+04:00 Dubai,23.92765998840332°C,29.81564712524414%
2023-06-29T00:05:00+04:00 Dubai,23.92765998840332°C,26.832012176513672%
2023-06-29T00:10:00+04:00 Dubai,23.92765998840332°C,24.389909744262695%
2023-06-29T00:15:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:20:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:25:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:30:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:35:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:40:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:45:00+04:00 Dubai,23.92765998840332°C,28.793188095092773%
2023-06-29T00:50:00+04:00 Dubai,23.92765998840332°C,29.81230926513672%
2023-06-29T00:55:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:00:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:05:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:10:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:15:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:20:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:25:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:30:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:35:00+04:00 Dubai,23.92765998840332°C,31.014766693115234%
2023-06-29T01:40:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T01:45:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T01:50:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T01:55:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:00:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:05:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:10:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:15:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:20:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:25:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:30:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:35:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:40:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:45:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:50:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T02:55:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:00:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:05:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:10:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:15:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:20:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:25:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:30:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:35:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:40:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:45:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:50:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T03:55:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:00:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:05:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:10:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:15:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:20:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:25:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:30:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:35:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:40:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:45:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:50:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T04:55:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T05:00:00+04:00 Dubai,23.77809715270996°C,31.014766693115234%
2023-06-29T05:05:00+04:00 Dubai,23.77809715270996°C,32.1103515625%
2023-06-29T05:10:00+04:00 Dubai,23.77809715270996°C,32.1103515625%
2023-06-29T05:15:00+04:00 Dubai,23.77809715270996°C,32.1103515625%
2023-06-29T05:20:00+04:00 Dubai,23.77809715270996°C,32.1103515625%
2023-06-29T05:25:00+04:00 Dubai,23.77809715270996°C,33.120155334472656%
2023-06-29T05:30:00+04:00 Dubai,23.77809715270996°C,33.120155334472656%
2023-06-29T05:35:00+04:00 Dubai,23.77809715270996°C,33.120155334472656%
2023-06-29T05:40:00+04:00 Dubai,23.77809715270996°C,34.18484878540039%
2023-06-29T05:45:00+04:00 Dubai,23.77809715270996°C,34.18484878540039%
2023-06-29T05:50:00+04:00 Dubai,23.77809715270996°C,35.20785140991211%
2023-06-29T05:55:00+04:00 Dubai,23.77809715270996°C,35.20785140991211%
2023-06-29T06:00:00+04:00 Dubai,23.77809715270996°C,36.30615234375%
2023-06-29T06:05:00+04:00 Dubai,23.77809715270996°C,49.114810943603516%
2023-06-29T06:10:00+04:00 Dubai,23.77809715270996°C,49.114810943603516%
2023-06-29T06:15:00+04:00 Dubai,23.77809715270996°C,49.114810943603516%
2023-06-29T06:20:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:25:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:30:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:35:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:40:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:45:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:50:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T06:55:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T07:00:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T07:05:00+04:00 Dubai,23.77809715270996°C,47.90010070800781%
2023-06-29T07:10:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:15:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:20:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:25:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:30:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:35:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:40:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:45:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:50:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T07:55:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:00:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:05:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:10:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:15:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:20:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:25:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:30:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:35:00+04:00 Dubai,23.928373336791992°C,47.90010070800781%
2023-06-29T08:40:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T08:45:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T08:50:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T08:55:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:00:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:05:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:10:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:15:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:20:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:25:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:30:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:35:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:40:00+04:00 Dubai,24.077665328979492°C,47.90010070800781%
2023-06-29T09:45:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T09:50:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T09:55:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:00:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:05:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:10:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:15:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:20:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:25:00+04:00 Dubai,24.22637176513672°C,47.90010070800781%
2023-06-29T10:30:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T10:35:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T10:40:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T10:45:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T10:50:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T10:55:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T11:00:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T11:05:00+04:00 Dubai,24.376312255859375°C,47.90010070800781%
2023-06-29T11:10:00+04:00 Dubai,24.376312255859375°C,53.40626907348633%
2023-06-29T11:15:00+04:00 Dubai,24.376312255859375°C,54.5347785949707%
2023-06-29T11:20:00+04:00 Dubai,24.376312255859375°C,54.5347785949707%
2023-06-29T11:25:00+04:00 Dubai,24.376312255859375°C,54.5347785949707%
2023-06-29T11:30:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T11:35:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T11:40:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T11:45:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T11:50:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T11:55:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:00:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:05:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:10:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:15:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:20:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:25:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:30:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:35:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:40:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:45:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:50:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T12:55:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:00:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:05:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:10:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:15:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:20:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:25:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:30:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:35:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:40:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:45:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:50:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T13:55:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:00:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:05:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:10:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:15:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:20:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:25:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:30:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:35:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:40:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:45:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:50:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T14:55:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T15:00:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T15:05:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T15:10:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T15:15:00+04:00 Dubai,24.376312255859375°C,53.209617614746094%
2023-06-29T15:20:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:25:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:30:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:35:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:40:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:45:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:50:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T15:55:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:00:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:05:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:10:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:15:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:20:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:25:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:30:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:35:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:40:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:45:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:50:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T16:55:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:00:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:05:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:10:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:15:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:20:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:25:00+04:00 Dubai,24.52498435974121°C,53.209617614746094%
2023-06-29T17:30:00+04:00 Dubai,24.52498435974121°C,52.02082061767578%
2023-06-29T17:35:00+04:00 Dubai,24.52498435974121°C,52.02082061767578%
2023-06-29T17:40:00+04:00 Dubai,24.52498435974121°C,50.58374786376953%
2023-06-29T17:45:00+04:00 Dubai,24.52498435974121°C,50.58374786376953%
2023-06-29T17:50:00+04:00 Dubai,24.52498435974121°C,49.40104675292969%
2023-06-29T17:55:00+04:00 Dubai,24.52498435974121°C,48.10886001586914%
2023-06-29T18:00:00+04:00 Dubai,24.37568473815918°C,46.92743682861328%
2023-06-29T18:05:00+04:00 Dubai,24.37568473815918°C,45.61151885986328%
2023-06-29T18:10:00+04:00 Dubai,24.37568473815918°C,45.61151885986328%
2023-06-29T18:15:00+04:00 Dubai,24.37568473815918°C,45.61151885986328%
2023-06-29T18:20:00+04:00 Dubai,24.37568473815918°C,45.61151885986328%
2023-06-29T18:25:00+04:00 Dubai,24.22654914855957°C,45.61151885986328%
2023-06-29T18:30:00+04:00 Dubai,24.22654914855957°C,44.60292053222656%
2023-06-29T18:35:00+04:00 Dubai,24.22654914855957°C,42.447601318359375%
2023-06-29T18:40:00+04:00 Dubai,24.22654914855957°C,42.447601318359375%
2023-06-29T18:45:00+04:00 Dubai,24.22654914855957°C,43.52111053466797%
